,categories,descriptions,rating,title
929,['Exfoliant'],"<p class=""description ingredient-description"">
				                	An AHA ingredient derived from unripe fruit that also occurs naturally in the human body…
				                </p>",Best,malic acid
930,"['Skin-Soothing', 'Texture Enhancer', 'Plant Extracts']","<p class=""description ingredient-description"">
				                	Can be used as a texture enhancer in cosmetics and may have soothing...
				                </p>",Best,mallow
931,"['Hydration', 'Film-Forming Agents', 'Emulsifiers', 'Film-Forming/Holding Agents', 'Texture Enhancer']","<p class=""description ingredient-description"">
<p>A carbohydrate polysaccharide that’s naturally-derived and then combined...</p>
</p>",Good,maltooligosyl glucoside
932,['Plant Extracts'],"<p class=""description ingredient-description"">
				                	Extract from plants of the Malvaceae family, which includes over 1,000 species, found in tropical...
				                </p>",Average,malvaceae extract
933,"['Skin-Soothing', 'Antioxidants', 'Plant Extracts']","<p class=""description ingredient-description"">
				                	Extract from the blue mallow flower, it may have some soothing properties for...
				                </p>",Good,Malva sylvestris extract
934,"['Plant Extracts', 'Sensitizing', 'Fragrance: Synthetic and Fragrant Plant Extracts']","<p class=""description ingredient-description"">
				                	Primarily used as a fragrance; it can be a skin sensitizer. There is no research showing it has any...
				                </p>",Poor,mandarin orange oil or extract
935,['Exfoliant'],"<p class=""description ingredient-description"">
				                	A type of alpha hydroxy acid (AHA), also known as amygdalic acid. There’s some research showing mandelic acid is an effective exfoliant, although it’s not as effective as glycolic acid due to its larger size...
				                </p>",Good,mandelic acid
936,['Antioxidants'],"<p class=""description ingredient-description"">
				                	Mineral found in trace amounts in tissues of the body. While manganese plays a vital role in the...
				                </p>",Average,manganese gluconate
937,['Coloring Agents/Pigments'],"<p class=""description ingredient-description"">
				                	Coloring agent/additive permanently listed (as of 1976) by the FDA for use in cosmetic products,...
				                </p>",Good,manganese violet
938,"['Plant Extracts', 'Skin-Replenishing', 'Emollients']","<p class=""description ingredient-description"">
				                	More commonly known as mango butter, this ingredient is a very good plant-based...
				                </p>",Best,Mangifera indica (mango) seed butter
939,"['Antioxidants', 'Plant Extracts']","<p class=""description ingredient-description"">
				                	Extract derived from the mango tree; it can have antioxidant properties (Source: Journal of...
				                </p>",Good,Mangifera indica root
940,"['Plant Extracts', 'Antioxidants']","<p class=""description ingredient-description"">
				                	Extract derived from the New Zealand tea tree; the oil is similar to that of the Australian tea...
				                </p>",Good,manuka oil
941,"['Skin-Soothing', 'Antioxidants', 'Plant Extracts']",,Good,marigold
942,"['Antioxidants', 'Plant Extracts']","<p class=""description ingredient-description"">
				                	Fruit that has potent antioxidant properties.
				                </p>",Good,marionberry
943,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts', 'Sensitizing']","<p class=""description ingredient-description"">
				                	Herb with a fragrant component used in cosmetics; can be a skin sensitizer…
				                </p>",Poor,marjoram
944,"['Skin-Soothing', 'Plant Extracts', 'Texture Enhancer']","<p class=""description ingredient-description"">
				                	A flowering plant native to Africa that has soothing effects...
				                </p>",Best,marshmallow
945,"['Antioxidants', 'Texture Enhancer', 'Plant Extracts', 'Emollients']",,Good,Mastocarpus stellatus
946,"['Skin-Soothing', 'Antioxidants', 'Plant Extracts']",,Best,mate extract
947,"['Antioxidants', 'Plant Extracts']",,Best,matricaria oil
948,['Thickeners/Emulsifiers'],"<p class=""description ingredient-description"">
				                	Abbreviation for monoethanolamine.
				                </p>",Average,MEA
949,"['Plant Extracts', 'Emollients']","<p class=""description ingredient-description"">
				                	Non-fragrant, edible plant oil originally developed as an agricultural crop in the 1950s. It...
				                </p>",Good,meadowfoam seed oil
950,"['Skin-Soothing', 'Plant Extracts']","<p class=""description ingredient-description"">
				                	Extract that can have skin-soothing properties...
				                </p>",Best,meadowsweet extract
951,"['Antioxidants', 'Plant Extracts']",,Best,Medicago sativa
952,"['Plant Extracts', 'Antioxidants']",,Good,Melaleuca alternifolia
953,"['Plant Extracts', 'Sensitizing']","<p class=""description ingredient-description"">
				                	There is no research showing that this oil, which is derived from a plant in the same family as the...
				                </p>",Poor,Melaleuca cajeputi oil
954,['Sensitizing'],,Poor,Melia azadirachta
955,['Skin-Replenishing'],"<p class=""description ingredient-description"">
				                	Saccharide that can have good water-binding properties.
				                </p>",Good,melibiose
956,"['Plant Extracts', 'Sensitizing', 'Fragrance: Synthetic and Fragrant Plant Extracts']",,Poor,Melissa officinalis
957,"['Plant Extracts', 'Sensitizing']",,Poor,Mentha arvensis
958,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts', 'Sensitizing']",,Poor,Mentha piperita
959,"['Plant Extracts', 'Sensitizing', 'Fragrance: Synthetic and Fragrant Plant Extracts']",,Poor,Mentha spicata
960,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts', 'Sensitizing']",,Poor,Mentha viridis
961,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts', 'Sensitizing']","<p class=""description ingredient-description"">
				                	Derived from peppermint; menthol can have the same sensitizing effect as peppermint on skin…
				                </p>",Poor,menthol
962,"['Plant Extracts', 'Sensitizing', 'Fragrance: Synthetic and Fragrant Plant Extracts']","<p class=""description ingredient-description"">
				                	Major constituent of peppermint.
				                </p>",Poor,menthone
963,"['Fragrance: Synthetic and Fragrant Plant Extracts', 'Sensitizing']","<p class=""description ingredient-description"">
				                	Synthetic derivative of menthol. It is known to produce effects that are twice as strong as...
				                </p>",Poor,menthoxypropanediol
964,['Sunscreen Actives'],"<p class=""description ingredient-description"">
				                	Also known as meradimate, this is a synthetic sunscreen active is a partially effective UVA...
				                </p>",Best,menthyl anthranilate
965,"['Fragrance: Synthetic and Fragrant Plant Extracts', 'Sensitizing']","<p class=""description ingredient-description"">
				                	Used as a cooling agent and fragrance in cosmetics. It is a derivative of menthol and is supposed...
				                </p>",Poor,menthyl lactate
966,['Sunscreen Actives'],,Best,meradmiate
967,['Sensitizing'],,Poor,methanol
968,"['Silicones', 'Emollients', 'Slip Agents']","<p class=""description ingredient-description"">
				                	One of the simpler silicones due to its less complex molecular structure.
				                </p>",Good,methicone
969,"['Antioxidants', 'Skin-Replenishing']",,Good,methionine
970,"['Preservatives', 'Sensitizing']","<p class=""description ingredient-description"">
				                	In combination with methylisothiazolinone, it goes by the trade name Kathon CG (among others)....
				                </p>",Poor,methylchloroisothiazolinone
971,['Preservatives'],"<p class=""description ingredient-description"">
				                	Formaldehyde-releasing preservative...
				                </p>",Poor,methyldibromo glutaronitrile
972,['Fragrance: Synthetic and Fragrant Plant Extracts'],"<p class=""description ingredient-description"">
				                	Synthetic fragrant component.
				                </p>",Poor,methyldihydrojasmonate
973,['Skin-Softening'],"<p class=""description ingredient-description"">
				                	Liquid that functions as a water-binding and skin-conditioning agent.
				                </p>",Good,methyl gluceth-20
